area_en,latitude,longitude
Eyal Nasser,25.2743483,55.3041029
FALCON CITY OF WONDERS,25.0955281,55.3393384
GRAND VIEWS,25.1456862,55.300144314906376
Ghadeer Al tair,25.1509135,55.2720063
Grayteesah,24.87115215,55.5072782974985
HORIZON,25.19475815,55.27805910442858
Hadaeq Sheikh Mohammed Bin Rashid,25.119016594266267,55.26187658505671
Hor Al Anz,25.2822545,55.348484
Hor Al Anz East,25.2822545,55.348484
IBN BATTUTA ,25.0466788,55.1174939
INTERNATIONAL CITY PH 1,25.1550149,55.2343471
INTERNATIONAL CITY PH 2 & 3,25.1316312,55.38673493715861
Island 2,24.3815383,54.6913221
JABEL ALI HILLS,24.9198548,55.00868
JADDAF WATERFRONT,25.226831150000002,55.33808609246107
JUMEIRA BAY,25.2136677,55.2365845
JUMEIRAH BEACH RESIDENCE,25.0778021,55.13518094856796
JUMEIRAH GOLF,25.0177925,55.1633352
JUMEIRAH HEIGHTS,25.06553675,55.14557004705467
JUMEIRAH ISLANDS,25.0570585,55.15614637904315
JUMEIRAH LAKES TOWERS,25.07238315,55.14374317909845
JUMEIRAH LIVING,25.0875891,55.1471081
JUMEIRAH PARK,25.0469412,55.15481775751905
JUMEIRAH VILLAGE CIRCLE,25.0527521,55.205766331712184
JUMEIRAH VILLAGE TRIANGLE,25.0498433,55.1907008
Jabal Ali,25.0578769,55.1273617
Jabal Ali First,25.02836415,55.1438277178559
Jabal Ali Industrial First,24.982860074634765,55.11508202845593
Jumeirah First,25.197033599999997,55.27413294647308
Jumeirah Second,24.327962300000003,54.53732275
Jumeirah Third,25.197033599999997,55.27413294647308
LA MER,25.197033599999997,55.27413294647308
LIVING LEGENDS,25.0850789,55.2981217
MAJAN,25.0929388,55.3184835
MARSA AL ARAB,25.144379299999997,55.18950369674157
MBR DISTRICT 1,25.16446002330713,55.27433999415931
MBR DISTRICT 7,25.19475815,55.27805910442858
MEDYAN RACE COURSE VILLAS,25.19475815,55.27805910442858
MEYDAN AVENUE,25.15913045,55.29614386605405
MEYDAN ONE,25.1725019,55.28710370781371
MILLENNIUM,25.19475815,55.27805910442858
MINA RASHID,25.2600528,55.2751074
MIRA,25.00866025,55.30553609890601
MOTOR CITY,25.04299545,55.24316511339241
MUDON,25.0204108,55.2679936
Madinat Al Mataar,24.890272,55.1428455
Madinat Dubai Almelaheyah,25.2496256,55.276165
Madinat Hind 4,25.0077507,55.3637056
Madinat Latifa,24.8990386,55.2785861
Mankhool,25.251801,55.29777548332489
Marsa Dubai,25.23116035,55.34646274347939
Me'Aisem First,25.0771249,55.135842
Mena Jabal Ali,24.9804578,55.0598883
Mirdif,25.2150727,55.4089036
Mugatrah,24.7923464,55.1951843
Muhaisanah First,25.2521287,55.365715576690505
Muhaisanah Fourth,25.2521287,55.365715576690505
Muhaisanah Second,25.2521287,55.365715576690505
Muhaisanah Third,25.2521287,55.365715576690505
Mushrif,25.2142599,55.4506587
NAD AL SHEBA GARDENS,25.165965200000002,55.307881779331815
Nad Al Hamar,25.228071653517837,55.37735286826692
Nad Al Shiba First,25.19475815,55.27805910442858
Nad Al Shiba Fourth,25.2173429,55.4071287
Nad Al Shiba Second,25.19475815,55.27805910442858
Nad Al Shiba Third,25.2295959,55.3914898
Nad Shamma,25.2177763,55.383843504527334
Nadd Hessa,25.1219309,55.3850506
Naif,25.2719386,55.3101673
Nazwah,25.01878065,55.645710625367485
Oud Al Muteena First,25.2521287,55.365715576690505
Oud Metha,25.2439301,55.3158939
PALM DEIRA,25.2761408,55.3016752
PALM JABAL ALI,24.9876012,55.02200636687711
PALM JUMEIRAH,25.1180879,55.1342009
PALMAROSA,25.0423709,55.2416609
PEARL JUMEIRA,25.244473999999997,55.25895972097338
POLO TOWNHOUSES IGO,25.19475815,55.27805910442858
Palm Deira,25.2761408,55.3016752
Palm Jabal Ali,24.9876012,55.02200636687711
Palm Jumeirah,25.1180879,55.1342009
Port Saeed,25.2604609,55.3296278
REMRAAM,25.0013542,55.24885632771925
RUKAN,25.0423484,55.288092974772134
Ras Al Khor Industrial First,25.1797722,55.3345395
Ras Al Khor Industrial Second,25.19475815,55.27805910442858
Ras Al Khor Industrial Third,25.2521287,55.365715576690505
Rega Al Buteen,25.2521287,55.365715576690505
SAMA AL JADAF,25.2521287,55.365715576690505
SERENA,25.035380449999998,55.28590440039767
SILICON OASIS,25.1137625,55.3721899
SOBHA HEARTLAND,25.179814800000003,55.3053438493996
SUFOUH GARDENS,25.1101377,55.1785377
SUSTAINABLE CITY,25.032258849999998,55.2796822756265
Saih Aldahal,24.7450428,55.36193205295207
Saih Shuaib 1,24.9024228,55.0059684
Saih Shuaib 2,24.8578572,55.0608716
Saih Shuaib 4,24.8238246,55.0971343
TECOM SITE A,25.141327099999998,55.18539672753495
THE GREENS,25.141327099999998,55.18539672753495
THE LAKES,25.07919141426034,55.172900775354115
THE VILLA,25.218984650000003,55.4491965052065
THE WORLD,25.237267850000002,55.195494157283456
TILAL AL GHAF,25.02426745,55.22382996438196
TOWN SQUARE,25.013115300000003,55.287024260537194
Trade Center First,25.2299822,55.2865869
Trade Center Second,25.197033599999997,55.27413294647308
Um Al Sheif,25.1319978,55.204668
Um Hurair First,25.2521287,55.365715576690505
Um Ramool,25.2310318,55.3674888
Um Suqaim First,25.141327099999998,55.18539672753495
Um Suqaim Second,25.141327099999998,55.18539672753495
Um Suqaim Third,25.4175531,55.4504881
VILLANOVA,25.0750041,55.359536097226105
Wadi Al Amardi,25.20929,55.4879092
Wadi Al Safa 2,25.098782800000002,55.351406478118335
Wadi Al Safa 3,25.10571265,55.316535293610826
Wadi Al Safa 4,25.0751088,55.3175621
Wadi Al Safa 5,25.0842543,55.3729759
Wadi Al Safa 7,25.0352976,55.2826859
Warsan First,25.2521287,55.365715576690505
Zaabeel First,25.226715,55.29291535225927
Zaabeel Second,25.20214795,55.280632481978394
Al Hebiah Second,25.0313579162379,55.2223599339962
Al Warsan First,25.1746493578166,55.4204627741968
LIWAN 2,25.1214280298269,55.3962626339929
Al Warsan Third,25.1477711920961,55.45714807632
Dubai Investment Park First,25.0022999999896,55.1586085474893
Al Hebiah Fourth,25.0313579162379,55.2223706628322
Hessyan Second,24.934579084417,54.9736020927228
THE FIELD,25.0268911910461,55.2607827330452
Warsan Fourth,25.1577143112195,55.4241052763195
Al Hebiah Sixth,25.0046774594332,55.2408996125277
AL Athbah,25.18604589949,55.4759797292151
Al Thanyah Fifth,25.065358791548,55.139776676323
AL WAHA,25.0295301093711,55.2857938254829
Al Aweer Second,25.1731025161929,55.5527978628269
Lehbab First,25.0569187264145,55.5906090474872
Hessyan First,24.9616766044913,55.0099521049722
LIWAN,25.1104513044079,55.3698224401051
THE VALLEY,25.0111530873498,55.4528842807438
Lehbab Second,25.0333935247178,55.5811281724245
Me'Aisem Second,25.0404579229478,55.1968264338055
Al Hebiah Third,25.0219224748825,55.2529680049698
Al Aweer First,25.2054385934816,55.5781058261515
Madinat Hind 3,25.0285903836047,55.4207235047901
Al Rowaiyah Third,25.0871893955317,55.3970266203125
Al Hebiah Fifth,25.0039973343048,55.240770547298
Muragab,25.2655829412902,55.3241109237456
