area_en,Al Makhtoum International Airport,Burj Al Arab,Burj Khalifa,City Centre Mirdif,Downtown Dubai,Dubai International Airport,Dubai Mall,Dubai Parks and Resorts,Expo 2020 Site,Global Village,Hamdan Sports Complex,IMG World Adventures,Ibn-e-Battuta Mall,Jabel Ali,Mall of the Emirates,Marina Mall,Motor City,center,east,north,south,west
Al Barshaa South Second,19.27771176912027,12.37649326903992,17.50568566327913,25.61274923555149,17.336417984223228,26.456177520443852,17.60386946147495,27.148235418009648,11.884463012757147,7.190489680445068,7.7596047500961385,9.039098645915884,12.227802592362877,10.85832495532643,9.698746750720444,10.959672776529365,0.6861044949222573,25.983342512422887,49.699286829762165,39.868591994556056,21.58064211082019,27.118381735856996
Al Barshaa South Third,19.27771176912027,12.37649326903992,17.50568566327913,25.61274923555149,17.336417984223228,26.456177520443852,17.60386946147495,27.148235418009648,11.884463012757147,7.190489680445068,7.7596047500961385,9.039098645915884,12.227802592362877,10.85832495532643,9.698746750720444,10.959672776529365,0.6861044949222573,25.983342512422887,49.699286829762165,39.868591994556056,21.58064211082019,27.118381735856996
Al Buteen,44.563682527124236,18.836213353440037,8.313565005405447,9.983144765817224,8.321459473646286,4.718943363896418,8.056641733161397,49.054114409178226,36.37304230005065,21.250986570104207,23.17681926185468,19.67700830835967,31.192948637500283,32.66817134978652,19.49570412890527,27.115781699826687,24.935625907648276,2.2816707920588395,29.937490165940638,16.39372694429108,45.809172447217996,34.37487983482221
Al Dhagaya,45.27790768375264,18.619791612903914,8.807709869778739,12.384536723325468,8.942935880391008,6.968075038090739,8.674427967430052,48.99807686524045,36.889344275481776,22.68098292382216,24.700367045168928,21.225813499243433,31.157518478393875,32.880349171542186,19.605403077732824,27.020111119398916,25.7807071508164,0.29463767737131696,31.335600412122467,14.48413167999049,47.09412257374224,33.14079489534529
Al Eyas,52.58320807716524,36.304389190246376,26.57232462667549,13.160355169643882,26.194838637020208,17.89223257650204,26.08833339288954,62.37258847851712,46.90248813119518,28.137202861303052,28.399114446407687,26.209464947024113,45.93270435670236,45.74397029163273,35.396527694456914,42.70468284891671,35.22049841081775,24.7896970413136,16.642415090441226,34.12929678111016,48.39370772473141,54.543165800572126
Al Garhoud,43.97361308950988,20.083241287878625,9.221478515581966,6.121526268210037,9.029129025330256,1.8699043806640674,8.812572025678461,49.687677817562424,36.17336460723631,19.657531384385695,21.362604891971735,17.887322542307135,31.9316253657471,33.0000779540607,20.232712566463775,28.002885451461633,24.33235758089918,6.162514047100397,27.731392885880005,19.534950720154008,44.22698988453705,36.82972001229198
Al Goze First,36.360989503125055,11.05720714003448,0.4691152595387675,13.225936460125988,2.560130463130754e-12,10.88328428781926,0.26957249884517914,40.873857976893824,28.07209110661941,14.307408107299363,16.475217934224126,13.159689399757164,23.041994425510754,24.373816141118013,11.309903403928296,19.043042823630365,16.838146529620932,8.652692005439814,36.686758683330304,22.83622918226699,38.34395636413954,28.421609655601298
Al Goze Fourth,36.360989503125055,11.05720714003448,0.4691152595387675,13.225936460125988,2.560130463130754e-12,10.88328428781926,0.26957249884517914,40.873857976893824,28.07209110661941,14.307408107299363,16.475217934224126,13.159689399757164,23.041994425510754,24.373816141118013,11.309903403928296,19.043042823630365,16.838146529620932,8.652692005439814,36.686758683330304,22.83622918226699,38.34395636413954,28.421609655601298
Al Goze Industrial First,28.503463104145293,4.482191925415345e-12,10.868192816685434,23.860076810806532,11.05720714004042,21.930711208330074,11.270685300050024,30.388637499773196,19.597370967616474,14.650380666183324,16.70920830759111,15.015031516066703,12.592995938469581,14.728764785920292,2.702373369823937,8.427211535022384,11.691531997395881,18.375309448727435,47.719545235652284,29.99480821291098,33.497400088500754,18.686384686231477
Al Goze Industrial Fourth,28.503463104145293,4.482191925415345e-12,10.868192816685434,23.860076810806532,11.05720714004042,21.930711208330074,11.270685300050024,30.388637499773196,19.597370967616474,14.650380666183324,16.70920830759111,15.015031516066703,12.592995938469581,14.728764785920292,2.702373369823937,8.427211535022384,11.691531997395881,18.375309448727435,47.719545235652284,29.99480821291098,33.497400088500754,18.686384686231477
Al Goze Industrial Second,28.503463104145293,4.482191925415345e-12,10.868192816685434,23.860076810806532,11.05720714004042,21.930711208330074,11.270685300050024,30.388637499773196,19.597370967616474,14.650380666183324,16.70920830759111,15.015031516066703,12.592995938469581,14.728764785920292,2.702373369823937,8.427211535022384,11.691531997395881,18.375309448727435,47.719545235652284,29.99480821291098,33.497400088500754,18.686384686231477
Al Goze Industrial Third,28.503463104145293,4.482191925415345e-12,10.868192816685434,23.860076810806532,11.05720714004042,21.930711208330074,11.270685300050024,30.388637499773196,19.597370967616474,14.650380666183324,16.70920830759111,15.015031516066703,12.592995938469581,14.728764785920292,2.702373369823937,8.427211535022384,11.691531997395881,18.375309448727435,47.719545235652284,29.99480821291098,33.497400088500754,18.686384686231477
Al Goze Third,36.360989503125055,11.05720714003448,0.4691152595387675,13.225936460125988,2.560130463130754e-12,10.88328428781926,0.26957249884517914,40.873857976893824,28.07209110661941,14.307408107299363,16.475217934224126,13.159689399757164,23.041994425510754,24.373816141118013,11.309903403928296,19.043042823630365,16.838146529620932,8.652692005439814,36.686758683330304,22.83622918226699,38.34395636413954,28.421609655601298
Al Hamriya,44.03610736962516,17.730979502112593,7.580057211332984,11.476331860329358,7.675126311619237,6.3471078504720895,7.405556078738485,48.05789485446753,35.71134926979227,21.261022753808223,23.269898715331824,19.79174321089741,30.199442768767238,31.81662154740714,18.569731929123844,26.086073176047297,24.489558363217725,1.164913088645228,31.472606893787475,15.928392413191458,45.70457463753592,32.86174929377881
Al Hebiah Fifth,15.495216658569419,16.256944467292872,21.725950016311444,29.040268403106356,21.541397080161403,30.32286942288144,21.807384806708306,25.197998144982652,9.287852755285563,9.805312999216191,9.38631622570522,11.810546934133031,12.950904102697244,10.454890445497599,13.65089949472324,13.037591479032454,4.865272729910707,30.173092292507054,52.79224279624027,44.131578279680944,17.375529306583005,29.18174173234939
Al Hebiah Fourth,17.37453887734635,12.782361050634115,19.14527379585153,27.814789815994626,19.01473774741275,28.475127210626518,19.284096700569343,24.85292056867545,9.657482966660613,9.470087091081835,9.889012096426589,11.334333545727727,10.387662455956034,8.681837201640784,10.231404234587599,9.75825338645321,2.4174926317022605,27.662258920207222,51.9533362957176,41.27021669815266,20.729986664652557,25.990311746698538
Al Hebiah Second,17.37413991029549,12.782046356164376,19.145567870520257,27.81551213026681,19.01505630291844,28.475674474094944,19.28441583431265,24.851983327596503,9.656759621389567,9.471058123344594,9.890066006350214,11.33526801514444,10.386592529271352,8.680777158837579,10.231171097065982,9.75733505947491,2.418206199192852,27.66256396943829,51.954125833478635,41.27034201958613,20.730237283627265,25.98938086502524
Al Hebiah Sixth,15.566142322339703,16.19040653798005,21.649222164044765,28.97098594284302,21.46466121294853,30.24865853267031,21.730649835922733,25.238184192238304,9.333357742160077,9.741027882540365,9.333478118607038,11.745914542213617,12.93689937937659,10.458342048185221,13.58260755114723,13.000371737264382,4.790472518908124,30.09638653222348,52.72818262966324,44.055254784860416,17.44786964597577,29.15049780797112
Al Hebiah Third,17.83678349687858,14.919548732321863,19.58773551161589,26.70342881235115,19.383790974328303,28.00106329816606,19.64758696211496,27.114012835619057,11.34319406003503,7.520725803932446,7.31831905316893,9.518775550465726,13.601746874754332,11.615156986696876,12.241418651690385,12.95155488940883,3.2280735652007677,27.988241900417787,50.499585026997636,42.07520667346969,19.193887841231614,29.185959266462365
Al Hudaiba,41.47713520580894,14.713939946850497,5.11820468322785,13.175277630924763,5.346915133936197,8.761106562186061,5.091549625306299,45.07862414688078,33.020721086359565,19.555391783373736,21.676552618211968,18.280248091634,27.232157646835176,28.953660546013083,15.67594905809379,23.1003243766298,22.087884142373248,3.6736885259112277,34.38074926195837,17.500706140347603,43.69087095919704,29.929387862280816
Al Jadaf,41.58971357505055,17.584770291988914,6.751135934626614,7.429525285574233,6.529107985132042,4.415684633058177,6.3238317290720545,47.14351272971742,33.70401863659923,17.57396208532876,19.39181809597353,15.891581753359105,29.385861278147935,30.466523499949346,17.689947216258656,25.46184354203352,21.927580777292167,6.054562952922445,30.166947530966482,20.49649195389135,42.17992388011997,34.600153289406435
Al Jafliya,38.250357096735925,11.544118376114216,2.3740598876426557,14.348990601713771,2.7782806137308973,10.923915934781764,2.6088942766210326,41.85784398593653,29.756711155301065,16.97483529251161,19.169599637535995,15.896909985934698,24.000824864949454,25.678695076267164,12.405050145968712,19.885484690235085,18.958807758070577,6.936318465943946,36.85357853913346,20.40932649282114,40.75916070393399,27.6238229683986
Al Karama,42.873096067795196,16.91818383232428,6.485849169063332,10.825162841387465,6.535192476633418,6.115596649122255,6.26673072570883,47.159354395741516,34.6065900919418,19.955894094880183,21.957977827685728,18.47798380279614,29.29696214217292,30.81650209510002,17.614490207849553,25.210993709863597,23.290405452097954,2.4754205488561176,31.73700829234986,17.241837543047676,44.41996815867864,32.578038699788074
Al Khabeesi,45.54862816878303,19.938237983117865,9.382982049132876,9.653946266792573,9.375000078877536,4.1255114110677304,9.112240680994178,50.144828398320044,37.399034055482474,22.045209581482982,23.92817284831718,20.425232756201122,32.28471323472703,33.738022474165966,20.581425295753277,28.21184897788387,25.903794828236034,2.820291946519207,28.916816779042072,15.978188326890303,46.63284336183347,35.40758334321983
Al Khairan First,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Khawaneej First,44.52222208579765,23.860076810802344,13.569439016750861,0.0,13.225936460123473,5.6844208417625275,13.091458637373043,52.00766772947873,37.47226635787635,19.362687442599626,20.54476735042816,17.38122031587498,34.677835819913625,35.15442247401753,23.386316261411718,31.048967298854834,25.39745671548785,12.262748836914854,24.36450981090533,24.54648068801241,43.11983372495239,41.64631254483529
Al Khawaneej Second,44.52222208579765,23.860076810802344,13.569439016750861,0.0,13.225936460123473,5.6844208417625275,13.091458637373043,52.00766772947873,37.47226635787635,19.362687442599626,20.54476735042816,17.38122031587498,34.677835819913625,35.15442247401753,23.386316261411718,31.048967298854834,25.39745671548785,12.262748836914854,24.36450981090533,24.54648068801241,43.11983372495239,41.64631254483529
Al Kheeran,86.2670907599848,106.83419970052927,117.50075202715448,128.7698404533257,117.59997965007877,128.35691646866854,117.84333879340066,76.83066214317346,91.61501550231083,110.38335357723415,110.05864915265072,112.35345319828897,94.56603118565462,93.65093739981141,106.29312025966,98.56958542367373,103.56014815010145,125.15460263026998,153.07440459761276,134.21856262894008,93.7290052837681,95.72033964146539
Al Kifaf,41.23102434783724,15.406928741508143,4.850906159513119,11.085131245247453,4.891076900475915,7.025419543827316,4.622829734685432,45.58101597465468,32.96301174837047,18.46298704636592,20.502138146576222,17.041137982295844,27.721036074310128,29.19745732820048,16.019409292734142,23.651835676412965,21.65703440433574,3.9357936523036074,32.905543432396335,18.611913164948746,42.86552650646448,31.483601044899025
Al Lusaily,79.5491358818551,101.60002199086564,112.09080461430274,122.86215442312934,112.15894598944342,122.7882631826812,112.40954122183801,71.28795414646807,85.46037568141539,104.13362199482874,103.6625670451015,106.12460490583537,89.14443297519279,87.93861322430057,100.86187834257275,93.23182097385393,97.50542468978092,119.9748058658454,147.04124535580138,129.76444656703816,86.31835095725434,91.77766320046648
Al Mamzer,50.32303834115663,24.911820274086228,14.366276911448724,10.410663192223,14.340298081212753,5.416969130238811,14.080613276373494,55.1400348694642,42.284757349110926,26.31470827617448,28.049867473793462,24.568504277046927,37.27983577742759,38.71371627089105,25.57531932917509,33.20422503596046,30.65544289329065,6.890165932307763,24.777141337689123,14.263753722819215,50.90386457204999,39.86071885633811
Al Manara,29.30702162907373,2.9504037020564104,8.353574536086125,20.99880701374991,8.47414450979218,19.339110030616084,8.709524479975597,32.48910620063216,20.587475894670042,12.572207854006793,14.74820516297644,12.654363376577251,14.628669529825162,16.262666279300763,2.980508694357379,10.580108354279085,11.061945707773255,16.365418202451625,44.989742831507485,28.91938729349126,33.25685007117252,21.593549022122396
Al Mararr,45.97955798528025,19.513655249371958,9.517659960071338,11.87650053810179,9.618867405213646,6.32916999779173,9.349312489444864,49.878544705521406,37.64248560884198,23.11667959744344,25.096446289562724,21.60720176940553,32.02930637564825,33.70386122873641,20.4404044283084,27.900480543967582,26.433514623618965,1.1607525657528892,30.375788772776612,14.263698925823341,47.601578922554644,34.11810835347111
Al Merkadh,34.2384144349325,11.214306815853472,3.6021545521489156,12.717345992630966,3.189364054610714,11.802511545681078,3.3805495210000474,39.8265687087963,26.2542954130993,11.263802996475354,13.38510149399845,10.01631203374596,22.190680067071217,23.073650234418707,10.691303677328037,18.41687464130033,14.575489415227981,11.232555085525757,36.8852205110839,25.76161864650291,35.56703089995634,29.51348880990618
Al Mizhar First,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Mizhar Second,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Mizhar Third,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Murqabat,45.29667576617007,19.521053630120203,9.03920916525578,10.057216947268559,9.051998942393833,4.593323357459501,8.786760722077712,49.76206329461236,37.10645526669918,21.938402714579965,23.84945746868273,20.347937735171747,31.900018866067303,33.39172389732002,20.209715705498883,27.816663163933505,25.666734353961544,2.317581804172021,29.43237352240423,15.855560204385656,46.50759905695326,34.89759370826995
Al Muteena,45.352307884435355,19.07459477682174,8.916174889321907,11.3371955985556,8.995947038431199,5.885340234381394,8.726529846428233,49.41072643473825,37.05054846145116,22.39125192371831,24.363095867104835,20.871933845438384,31.553310799031653,33.17279526832991,19.926721968531613,27.437296584278617,25.782785320744246,1.0724400982822704,30.411237046447045,15.012042379333224,46.891407082671286,33.98731572852815
Al Nahda First,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Nahda Second,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Qusais First,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Qusais Industrial Fifth,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Qusais Industrial First,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Qusais Industrial Fourth,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Qusais Industrial Second,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Qusais Industrial Third,56.17380238624565,32.290377770587014,21.479025693617736,12.362276674212751,21.358912952294617,10.650518305461262,21.119967995785107,62.174645498160054,48.58845020802457,31.30088597709235,32.68749467773572,29.378343543780343,44.38293915541172,45.505585592907536,32.657510342979,40.401955696036445,36.63952455240154,14.76284639257745,16.97952770642489,18.341583135854478,55.420226877095416,47.75986283131491
Al Qusais Second,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Raffa,42.94675704440653,16.249391418223787,6.507765319074479,12.667146277711552,6.684973883323328,7.822474653574999,6.4204549784853,46.618254067178626,34.52287364320483,20.708620883209832,22.787632082568482,19.350485098917257,28.772793571332446,30.48814459838421,17.212639583366492,24.639876571016455,23.50325959625112,2.1327657136322955,33.1271891592539,16.31184740052417,44.98204760352025,31.203596870221137
Al Ras,44.662949558079156,17.871446812034034,8.214548346175489,12.76835676173349,8.377779691679384,7.482316564427393,8.111405513402335,48.25564297819358,36.237671845044744,22.281026759683026,24.329926873547464,20.870853504900666,30.422108379961387,32.178375138284686,18.898481189606837,26.279387470613827,25.20812451053314,0.6555542708572807,32.0945535370286,14.783524487947375,46.62632304701633,32.357765900850275
Al Rashidiya,44.07050560324785,22.551985660728388,12.081898759070162,1.7033518972602184,11.760630781332383,4.204260776416003,11.610373895563614,51.10534949111322,36.806078658480025,19.032916743418777,20.375063202194532,17.089234141475508,33.6407605641443,34.263889011832894,22.213607295690796,29.930675989710245,24.74615894834669,10.594011189381465,25.37753552391839,23.22915494077206,43.12625740703039,40.15135385109121
Al Rega,45.723781489160466,21.930711208326898,11.063499823692323,5.6844208417620585,10.883284287817705,6.397307970716895e-13,10.66259185548905,51.55481037261702,37.98526859497621,21.234173495301004,22.862472718239665,19.416023551253375,33.801491614739945,34.85855321555424,22.101939492991303,29.87134870116606,26.10512041458899,6.900782435634205,25.945017539517544,19.050050687210856,45.74240288398073,38.507693709674975
Al Rowaiyah Third,32.808305004065254,22.141555395304447,17.384279768897827,14.508083787344049,16.92564575368144,18.609135617568242,17.043360499517124,43.333288990526185,27.5304907082582,9.312113409506221,8.906738779035695,7.807898643847944,28.270846920158718,27.277368717654,20.151943817746773,25.90135697674967,16.588306687363538,22.550897193644193,35.64980427315136,37.05503070351865,29.3182382048745,40.577937572064506
